4
0	0	0	0         0
100	0	0	0         0
300           0	0	0         0   
1000         0	0	0         0    

4
0	0	0	0         0
30	800	300	80       0.07
330           0	0	0         0   
1000         0	0	0         0    










