  0.00000000   0.00000000   0.00000000   0.00000000   0.00000000
  0.10000000   0.01246385   0.00306939   0.03760056   0.04661767
  0.20000000   0.02086657  -0.00033799   0.07738219   0.09197637
  0.30000000   0.02636268  -0.00868179   0.11882399   0.13671449
  0.40000000   0.03010669  -0.02042163   0.16140501   0.18147042
  0.50000000   0.03325311  -0.03401713   0.20460435   0.22688258
  0.60000000   0.03695644  -0.04792792   0.24790108   0.27358936
  0.70000000   0.04237120  -0.06061364   0.29077427   0.32222916
  0.80000000   0.05065166  -0.07053398   0.33270302   0.37344025
  0.90000000   0.06194421  -0.07646182   0.37321532   0.42728307
  1.00000000   0.07307906  -0.07820042   0.41200013   0.48191691
  1.10000000   0.08020539  -0.07576466   0.44877943   0.53511066
  1.20000000   0.07947375  -0.06916980   0.48327552   0.58463377
  1.30000000   0.06890308  -0.05896512   0.51563130   0.62909007
  1.40000000   0.05209508  -0.04729559   0.54724636   0.66957630
  1.50000000   0.03368959  -0.03660292   0.57975397   0.70765284
  1.60000000   0.01832533  -0.02932639   0.61478629   0.74487938
  1.70000000   0.00991930  -0.02635828   0.65323650   0.78240173
  1.80000000   0.01042824  -0.02438919   0.69399089   0.82024156
  1.90000000   0.02147928  -0.01940319   0.73559825   0.85823149
  2.00000000   0.04469235  -0.00738812   0.77661009   0.89620290
  2.10000000   0.07911856   0.01433186   0.81653897   0.93354997
  2.20000000   0.11745685   0.04512806   0.85727405   0.96858563
  2.30000000   0.15144142   0.08386990   0.90106543   0.99945860
  2.40000000   0.17282623   0.12942401   0.95015568   1.02432103
  2.50000000   0.17776040   0.18003855   1.00511799   1.04208117
  2.60000000   0.17230148   0.23256732   1.06276197   1.05335198
  2.70000000   0.16386374   0.28367320   1.11938194   1.05897981
  2.80000000   0.15984222   0.33002974   1.17127980   1.05981586
  2.90000000   0.16474235   0.36991528   1.21589876   1.05744185
  3.00000000   0.17712277   0.40491077   1.25303085   1.05494286
  3.10000000   0.19480973   0.43700388   1.28275738   1.05558913
  3.20000000   0.21562834   0.46816831   1.30517525   1.06264258
  3.30000000   0.23727811   0.49886722   1.32206665   1.07846632
  3.40000000   0.25722234   0.52672263   1.33838364   1.10373292
  3.50000000   0.27289826   0.54904265   1.35942845   1.13892817
  3.60000000   0.28176186   0.56317197   1.39043107   1.18449730
  3.70000000   0.28279092   0.56941368   1.43077158   1.23759858
  3.80000000   0.27758205   0.57316204   1.46976287   1.28973380
  3.90000000   0.26799052   0.58031420   1.49572344   1.33184599
  4.00000000   0.25584367   0.59670630   1.49709661   1.35497699
  4.10000000   0.24121381   0.62434435   1.47016118   1.35636989
  4.20000000   0.22140734   0.65919792   1.42354501   1.34304130
  4.30000000   0.19348728   0.69670547   1.36696248   1.32286769
  4.40000000   0.15462380   0.73230246   1.31008026   1.30366166
  4.50000000   0.10733880   0.76127442   1.26018211   1.29004422
  4.60000000   0.06188302   0.77869029   1.22111041   1.28202710
  4.70000000   0.02911003   0.77960216   1.19643914   1.27926257
  4.80000000   0.01968515   0.75928979   1.18965788   1.28138944
  4.90000000   0.03662680   0.72228375   1.20082771   1.28750019
  5.00000000   0.07282427   0.68536819   1.22546823   1.29596365
  5.10000000   0.12046991   0.66617042   1.25878658   1.30509884
  5.20000000   0.17180943   0.68187944   1.29604190   1.31322614
  5.30000000   0.22088399   0.73494096   1.33424241   1.31871110
  5.40000000   0.26391713   0.80987965   1.37252247   1.31997415
  5.50000000   0.29726414   0.89013876   1.41014472   1.31543907
  5.60000000   0.31751245   0.95929708   1.44638449   1.30357503
  5.70000000   0.32781134   1.00476389   1.48087580   1.28413455
  5.80000000   0.33863215   1.01822271   1.51365295   1.25830217
  5.90000000   0.36083103   0.99158171   1.54477124   1.22733770
  6.00000000   0.40468324   0.91747445   1.57423830   1.19257822
  6.10000000   0.46650230   0.80597098   1.60091542   1.15721871
  6.20000000   0.52829703   0.68500598   1.62248940   1.12635763
  6.30000000   0.57142683   0.58332524   1.63659370   1.10517988
  6.40000000   0.57797897   0.52859164   1.64102845   1.09870294
  6.50000000   0.54507675   0.52609867   1.63703592   1.10848605
  6.60000000   0.48398894   0.56009536   1.62909668   1.13283504
  6.70000000   0.40653390   0.61401310   1.62181713   1.16992935
  6.80000000   0.32458246   0.67145682   1.61967949   1.21786785
  6.90000000   0.25094487   0.71913814   1.62494295   1.27330734
  7.00000000   0.19924261   0.74645134   1.63794707   1.33165934
  7.10000000   0.18312382   0.74287887   1.65896832   1.38829446
  7.20000000   0.21488521   0.69885077   1.68824289   1.43884445
  7.30000000   0.28568594   0.61961820   1.72537636   1.48302550
  7.40000000   0.36993160   0.52217955   1.76947453   1.52379113
  7.50000000   0.44156804   0.42385553   1.81962950   1.56418371
  7.60000000   0.47586317   0.34103665   1.87483476   1.60701430
  7.70000000   0.46626837   0.27731924   1.93272773   1.65191274
  7.80000000   0.41945786   0.22699585   1.98995969   1.69619555
  7.90000000   0.34240409   0.18414918   2.04315969   1.73712705
  8.00000000   0.24261034   0.14294111   2.08902345   1.77192982
  8.10000000   0.13403606   0.09849664   2.12505741   1.79731853
  8.20000000   0.03494563   0.04658298   2.14930860   1.80966917
  8.30000000  -0.03631831  -0.01702102   2.15983389   1.80535159
  8.40000000  -0.06342283  -0.09580310   2.15513773   1.78124122
  8.50000000  -0.05175503  -0.18532534   2.13856163   1.73967768
  8.60000000  -0.01997207  -0.27630750   2.11640239   1.68633899
  8.70000000   0.01307885  -0.35940001   2.09499911   1.62695098
  8.80000000   0.02962412  -0.42592541   2.08021548   1.56688027
  8.90000000   0.02224285  -0.47368739   2.07333055   1.50802970
  9.00000000  -0.01069544  -0.50411461   2.07305918   1.45036483
  9.10000000  -0.07075782  -0.51867543   2.07808814   1.39382995
  9.20000000  -0.15782184  -0.51911719   2.08698389   1.33859656
  9.30000000  -0.25717696  -0.50959571   2.09727412   1.28679774
  9.40000000  -0.34665073  -0.49549879   2.10595519   1.24156990
  9.50000000  -0.40401050  -0.48222418   2.11001917   1.20605758
  9.60000000  -0.41012892  -0.47473432   2.10707977   1.18330424
  9.70000000  -0.36995178  -0.47461699   2.09956972   1.17556988
  9.80000000  -0.29967011  -0.48188356   2.09217286   1.18474852
  9.90000000  -0.21553852  -0.49653651   2.08958576   1.21273210
 10.00000000  -0.13298412  -0.51790971   2.09577697   1.26052599
 10.10000000  -0.06165811  -0.54067015   2.10963335   1.32294717
 10.20000000  -0.00875007  -0.55749590   2.12787603   1.39217518
 10.30000000   0.01855954  -0.56105760   2.14721810   1.46037979
 10.40000000   0.01568045  -0.54522207   2.16429537   1.52069429
 10.50000000  -0.00566424  -0.51138958   2.17525697   1.57232060
 10.60000000  -0.02741662  -0.46388582   2.17606304   1.61681715
 10.70000000  -0.03150475  -0.40704293   2.16267332   1.65574761
 10.80000000  -0.00356132  -0.34520246   2.13242101   1.69100812
 10.90000000   0.04969266  -0.28275932   2.09045786   1.72638738
 11.00000000   0.11408468  -0.22412728   2.04469822   1.76634279
 11.10000000   0.17543372  -0.17372014   2.00305961   1.81533255
 11.20000000   0.22152620  -0.13490842   1.97222938   1.87660542
